day,ticker,lb,kind,level,notional,approach,outcome,deflect
2026-05-04,QQQ,lb5,real,675.3,232978499.99999997,support,break,0
2026-05-04,QQQ,lb5,placebo,672.4625642090247,232978499.99999997,resistance,deflect,1
2026-05-04,QQQ,lb5,placebo,672.4625642090247,232978499.99999997,resistance,deflect,1
2026-05-04,QQQ,lb5,placebo,672.4625642090247,232978499.99999997,resistance,deflect,1
2026-05-04,QQQ,lb5,placebo,672.4625642090247,232978499.99999997,support,deflect,1
2026-05-04,QQQ,lb5,placebo,672.4625642090247,232978499.99999997,support,break,0
2026-05-04,QQQ,lb5,placebo,671.9801988838414,232978499.99999997,support,break,0
2026-05-04,QQQ,lb5,placebo,671.9801988838414,232978499.99999997,support,break,0
2026-05-04,QQQ,lb5,placebo,671.9801988838414,232978499.99999997,resistance,deflect,1
2026-05-04,QQQ,lb5,placebo,671.9801988838414,232978499.99999997,resistance,break,0
2026-05-04,QQQ,lb5,placebo,671.9801988838414,232978499.99999997,support,deflect,1
2026-05-04,QQQ,lb5,placebo,671.9801988838414,232978499.99999997,resistance,break,0
2026-05-04,QQQ,lb5,placebo,671.9801988838414,232978499.99999997,support,deflect,1
2026-05-04,QQQ,lb5,real,672.0,231840000.0,support,break,0
2026-05-04,QQQ,lb5,real,672.0,231840000.0,resistance,deflect,1
2026-05-04,QQQ,lb5,real,672.0,231840000.0,resistance,break,0
2026-05-04,QQQ,lb5,real,672.0,231840000.0,support,deflect,1
2026-05-04,QQQ,lb5,real,672.0,231840000.0,resistance,break,0
2026-05-04,QQQ,lb5,real,672.0,231840000.0,support,deflect,1
2026-05-04,QQQ,lb5,real,672.0,231840000.0,support,deflect,1
2026-05-04,QQQ,lb5,placebo,674.7994126314471,231840000.0,resistance,break,0
2026-05-04,QQQ,lb5,placebo,674.7994126314471,231840000.0,support,deflect,1
2026-05-04,QQQ,lb5,placebo,674.7994126314471,231840000.0,support,deflect,1
2026-05-04,QQQ,lb5,placebo,674.7994126314471,231840000.0,support,break,0
2026-05-04,QQQ,lb5,placebo,674.8919822062466,231840000.0,resistance,break,0
2026-05-04,QQQ,lb5,placebo,674.8919822062466,231840000.0,support,deflect,1
2026-05-04,QQQ,lb5,placebo,674.8919822062466,231840000.0,support,deflect,1
2026-05-04,QQQ,lb5,placebo,674.8919822062466,231840000.0,support,break,0
2026-05-04,QQQ,lb5,real,673.5652,191966082.0,resistance,deflect,1
2026-05-04,QQQ,lb5,real,673.5652,191966082.0,resistance,deflect,1
2026-05-04,QQQ,lb5,placebo,669.9488903169189,191966082.0,support,deflect,1
2026-05-04,QQQ,lb5,placebo,672.3685270966579,69087462.5766,support,break,0
2026-05-04,QQQ,lb5,placebo,672.3685270966579,69087462.5766,resistance,deflect,1
2026-05-04,QQQ,lb5,placebo,672.3685270966579,69087462.5766,resistance,deflect,1
2026-05-04,QQQ,lb5,placebo,672.3685270966579,69087462.5766,resistance,break,0
2026-05-04,QQQ,lb5,placebo,672.3685270966579,69087462.5766,support,break,0
2026-05-04,QQQ,lb5,placebo,672.3685270966579,69087462.5766,support,break,0
2026-05-04,QQQ,lb5,placebo,672.3685270966579,69087462.5766,support,deflect,1
2026-05-04,QQQ,lb5,placebo,672.3656039290281,69087462.5766,support,break,0
2026-05-04,QQQ,lb5,placebo,672.3656039290281,69087462.5766,resistance,deflect,1
2026-05-04,QQQ,lb5,placebo,672.3656039290281,69087462.5766,resistance,deflect,1
2026-05-04,QQQ,lb5,placebo,672.3656039290281,69087462.5766,resistance,break,0
2026-05-04,QQQ,lb5,placebo,672.3656039290281,69087462.5766,support,break,0
2026-05-04,QQQ,lb5,placebo,672.3656039290281,69087462.5766,support,break,0
2026-05-04,QQQ,lb5,placebo,672.3656039290281,69087462.5766,support,deflect,1
2026-05-04,SPY,lb1,real,720.65,637775250.0,resistance,break,0
2026-05-04,SPY,lb1,real,720.65,637775250.0,support,break,0
2026-05-04,SPY,lb1,placebo,717.7422107734744,637775250.0,support,break,0
2026-05-04,SPY,lb1,placebo,717.7422107734744,637775250.0,resistance,deflect,1
2026-05-04,SPY,lb1,placebo,717.7422107734744,637775250.0,resistance,deflect,1
2026-05-04,SPY,lb1,placebo,717.7422107734744,637775250.0,resistance,break,0
2026-05-04,SPY,lb1,placebo,717.7422107734744,637775250.0,support,deflect,1
2026-05-04,SPY,lb1,placebo,717.1532239950258,637775250.0,support,break,0
2026-05-04,SPY,lb1,placebo,717.1532239950258,637775250.0,resistance,break,0
2026-05-04,SPY,lb1,placebo,717.1532239950258,637775250.0,support,deflect,1
2026-05-04,SPY,lb1,real,718.5472,502983040.0,support,break,0
2026-05-04,SPY,lb1,real,718.5472,502983040.0,resistance,deflect,1
2026-05-04,SPY,lb1,real,718.5472,502983040.0,resistance,deflect,1
2026-05-04,SPY,lb1,placebo,722.0904168440094,502983040.0,resistance,deflect,1
2026-05-04,SPY,lb5,real,720.65,637775250.0,resistance,break,0
2026-05-04,SPY,lb5,real,720.65,637775250.0,support,break,0
2026-05-04,SPY,lb5,placebo,718.3592466323581,637775250.0,support,break,0
2026-05-04,SPY,lb5,placebo,718.3592466323581,637775250.0,resistance,deflect,1
2026-05-04,SPY,lb5,placebo,718.3592466323581,637775250.0,resistance,deflect,1
2026-05-04,SPY,lb5,placebo,718.3592466323581,637775250.0,resistance,deflect,1
2026-05-04,SPY,lb5,placebo,718.3592466323581,637775250.0,support,break,0
2026-05-04,SPY,lb5,placebo,718.3592466323581,637775250.0,resistance,deflect,1
2026-05-04,SPY,lb5,real,718.5472,502983040.0,support,break,0
2026-05-04,SPY,lb5,real,718.5472,502983040.0,resistance,deflect,1
2026-05-04,SPY,lb5,real,718.5472,502983040.0,resistance,deflect,1
2026-05-04,SPY,lb5,placebo,721.6541683609066,502983040.0,resistance,deflect,1
2026-05-05,QQQ,lb5,placebo,678.8248298498387,232978499.99999997,resistance,break,0
2026-05-05,SPY,lb5,placebo,723.4169448058943,637775250.0,resistance,deflect,1
2026-05-05,SPY,lb5,placebo,725.2940089718686,637775250.0,resistance,deflect,1
2026-05-05,SPY,lb5,placebo,723.0178296451112,502983040.0,resistance,deflect,1
2026-05-05,SPY,lb5,placebo,723.0178296451112,502983040.0,support,deflect,1
2026-05-07,QQQ,lb1,real,695.7353,208720590.00000003,support,deflect,1
2026-05-07,QQQ,lb1,real,695.7353,208720590.00000003,resistance,break,0
2026-05-07,QQQ,lb1,real,695.7353,208720590.00000003,support,break,0
2026-05-07,QQQ,lb1,placebo,693.60970780726,208720590.00000003,support,deflect,1
2026-05-07,QQQ,lb1,placebo,693.60970780726,208720590.00000003,resistance,break,0
2026-05-07,QQQ,lb1,placebo,693.60970780726,208720590.00000003,support,deflect,1
2026-05-07,QQQ,lb1,placebo,693.60970780726,208720590.00000003,resistance,deflect,1
2026-05-07,QQQ,lb1,placebo,693.60970780726,208720590.00000003,support,break,0
2026-05-07,QQQ,lb1,placebo,693.60970780726,208720590.00000003,resistance,break,0
2026-05-07,QQQ,lb1,placebo,693.5372582850483,208720590.00000003,support,deflect,1
2026-05-07,QQQ,lb1,placebo,693.5372582850483,208720590.00000003,resistance,break,0
2026-05-07,QQQ,lb1,placebo,693.5372582850483,208720590.00000003,support,deflect,1
2026-05-07,QQQ,lb1,placebo,693.5372582850483,208720590.00000003,support,break,0
2026-05-07,QQQ,lb1,placebo,693.5372582850483,208720590.00000003,support,break,0
2026-05-07,QQQ,lb1,placebo,700.46262654912,208720590.00000003,resistance,deflect,1
2026-05-07,QQQ,lb1,placebo,700.46262654912,208720590.00000003,resistance,deflect,1
2026-05-07,QQQ,lb1,placebo,700.46262654912,208720590.00000003,support,break,0
2026-05-07,QQQ,lb1,placebo,695.3978960372397,145824215.76,support,break,0
2026-05-07,QQQ,lb1,placebo,695.3978960372397,145824215.76,resistance,break,0
2026-05-07,QQQ,lb1,placebo,695.3978960372397,145824215.76,support,break,0
2026-05-07,QQQ,lb1,placebo,695.3978960372397,145824215.76,resistance,deflect,1
2026-05-07,QQQ,lb1,placebo,695.16808070688,145824215.76,support,break,0
2026-05-07,QQQ,lb1,placebo,695.16808070688,145824215.76,support,break,0
2026-05-07,QQQ,lb1,placebo,695.16808070688,145824215.76,resistance,deflect,1
2026-05-07,QQQ,lb1,placebo,695.16808070688,145824215.76,resistance,deflect,1
2026-05-07,QQQ,lb1,placebo,695.16808070688,145824215.76,resistance,deflect,1
2026-05-07,QQQ,lb1,placebo,693.1069206157819,102317341.56,support,deflect,1
2026-05-07,QQQ,lb1,placebo,693.1069206157819,102317341.56,support,deflect,1
2026-05-07,QQQ,lb1,placebo,693.1069206157819,102317341.56,support,deflect,1
2026-05-07,QQQ,lb1,placebo,693.1069206157819,102317341.56,support,deflect,1
2026-05-07,QQQ,lb5,real,695.7353,208720590.00000003,support,deflect,1
2026-05-07,QQQ,lb5,real,695.7353,208720590.00000003,resistance,break,0
2026-05-07,QQQ,lb5,real,695.7353,208720590.00000003,support,break,0
2026-05-07,QQQ,lb5,placebo,692.9163206831894,208720590.00000003,support,deflect,1
2026-05-07,QQQ,lb5,placebo,692.9163206831894,208720590.00000003,support,deflect,1
2026-05-07,QQQ,lb5,placebo,692.9163206831894,208720590.00000003,support,deflect,1
2026-05-07,QQQ,lb5,placebo,699.2032554108695,208720590.00000003,resistance,break,0
2026-05-07,QQQ,lb5,placebo,699.2032554108695,208720590.00000003,support,deflect,1
2026-05-07,QQQ,lb5,placebo,699.2032554108695,208720590.00000003,support,break,0
2026-05-07,QQQ,lb5,placebo,693.4938103143453,208720590.00000003,support,deflect,1
2026-05-07,QQQ,lb5,placebo,693.4938103143453,208720590.00000003,resistance,break,0
2026-05-07,QQQ,lb5,placebo,693.4938103143453,208720590.00000003,support,deflect,1
2026-05-07,QQQ,lb5,placebo,693.4938103143453,208720590.00000003,support,deflect,1
2026-05-07,QQQ,lb5,placebo,693.4938103143453,208720590.00000003,resistance,break,0
2026-05-07,QQQ,lb5,placebo,693.4938103143453,208720590.00000003,support,deflect,1
2026-05-07,QQQ,lb5,placebo,693.4938103143453,208720590.00000003,support,deflect,1
2026-05-07,QQQ,lb5,placebo,694.6726001581233,145824215.76,support,deflect,1
2026-05-07,QQQ,lb5,placebo,694.6726001581233,145824215.76,support,break,0
2026-05-07,QQQ,lb5,placebo,694.6726001581233,145824215.76,resistance,deflect,1
2026-05-07,QQQ,lb5,placebo,694.6726001581233,145824215.76,resistance,deflect,1
2026-05-07,QQQ,lb5,placebo,694.6726001581233,145824215.76,resistance,deflect,1
2026-05-07,QQQ,lb5,placebo,693.8673139102201,102317341.56,support,deflect,1
2026-05-07,QQQ,lb5,placebo,693.8673139102201,102317341.56,resistance,break,0
2026-05-07,QQQ,lb5,placebo,693.8673139102201,102317341.56,support,deflect,1
2026-05-07,QQQ,lb5,placebo,693.8673139102201,102317341.56,resistance,break,0
2026-05-07,QQQ,lb5,placebo,693.8673139102201,102317341.56,support,deflect,1
2026-05-07,QQQ,lb5,placebo,693.8673139102201,102317341.56,resistance,deflect,1
2026-05-07,QQQ,lb5,placebo,693.8673139102201,102317341.56,resistance,deflect,1
2026-05-07,QQQ,lb5,placebo,693.8673139102201,102317341.56,resistance,break,0
2026-05-07,SPY,lb1,real,734.1684,642397350.0,support,deflect,1
2026-05-07,SPY,lb1,real,734.1684,642397350.0,support,break,0
2026-05-07,SPY,lb1,real,732.56,100741651.19999999,support,deflect,1
2026-05-07,SPY,lb1,real,732.56,100741651.19999999,resistance,break,0
2026-05-07,SPY,lb5,real,734.1684,642397350.0,support,deflect,1
2026-05-07,SPY,lb5,real,734.1684,642397350.0,support,break,0
2026-05-07,SPY,lb5,placebo,731.6606304591244,642397350.0,support,deflect,1
2026-05-07,SPY,lb5,placebo,731.6606304591244,642397350.0,support,break,0
2026-05-07,SPY,lb5,placebo,731.6606304591244,642397350.0,resistance,deflect,1
2026-05-07,SPY,lb5,placebo,731.6606304591244,642397350.0,resistance,deflect,1
2026-05-07,SPY,lb5,placebo,731.6606304591244,642397350.0,resistance,deflect,1
2026-05-07,SPY,lb5,placebo,730.7330326999285,642397350.0,support,deflect,1
2026-05-07,SPY,lb5,placebo,730.7330326999285,642397350.0,support,deflect,1
2026-05-08,SPY,lb1,placebo,737.4956960494964,642397350.0,resistance,deflect,1
2026-05-08,SPY,lb1,placebo,737.4956960494964,642397350.0,resistance,deflect,1
2026-05-08,SPY,lb1,placebo,737.4956960494964,642397350.0,resistance,deflect,1
2026-05-08,SPY,lb1,placebo,736.4579863152694,219410820.0,resistance,break,0
2026-05-08,SPY,lb1,placebo,736.4579863152694,219410820.0,support,deflect,1
2026-05-08,SPY,lb1,placebo,736.4579863152694,219410820.0,support,deflect,1
2026-05-08,SPY,lb1,placebo,736.4579863152694,219410820.0,support,deflect,1
2026-05-08,SPY,lb1,placebo,736.4579863152694,219410820.0,support,deflect,1
2026-05-08,SPY,lb1,placebo,736.4579863152694,219410820.0,support,deflect,1
2026-05-08,SPY,lb1,placebo,736.4579863152694,219410820.0,support,deflect,1
2026-05-08,SPY,lb1,placebo,734.9668142810358,219410820.0,resistance,break,0
2026-05-08,SPY,lb1,placebo,734.569972311081,219410820.0,support,deflect,1
2026-05-08,SPY,lb5,placebo,736.5429685191492,642397350.0,support,deflect,1
2026-05-08,SPY,lb5,placebo,736.5429685191492,642397350.0,support,deflect,1
2026-05-08,SPY,lb5,placebo,736.5429685191492,642397350.0,support,deflect,1
2026-05-08,SPY,lb5,placebo,736.5429685191492,642397350.0,support,deflect,1
2026-05-08,SPY,lb5,placebo,736.5429685191492,642397350.0,support,deflect,1
2026-05-08,SPY,lb5,placebo,736.0112460655561,219410820.0,resistance,break,0
2026-05-11,QQQ,lb1,placebo,709.7011525130702,179877000.0,support,deflect,1
2026-05-11,QQQ,lb1,placebo,710.226512569778,179877000.0,support,deflect,1
2026-05-11,QQQ,lb1,placebo,709.5041244479665,179877000.0,support,deflect,1
2026-05-11,QQQ,lb1,placebo,712.5516770684569,78028500.0,resistance,deflect,1
2026-05-11,QQQ,lb1,placebo,712.5516770684569,78028500.0,resistance,deflect,1
2026-05-11,QQQ,lb1,placebo,712.5516770684569,78028500.0,resistance,deflect,1
2026-05-11,QQQ,lb1,placebo,712.5516770684569,78028500.0,resistance,break,0
2026-05-11,QQQ,lb1,placebo,712.5516770684569,78028500.0,support,deflect,1
2026-05-11,QQQ,lb5,placebo,710.2506177097182,179877000.0,support,deflect,1
2026-05-11,QQQ,lb5,placebo,710.2506177097182,179877000.0,resistance,break,0
2026-05-11,QQQ,lb5,placebo,712.639340691081,78028500.0,resistance,deflect,1
2026-05-11,QQQ,lb5,placebo,712.639340691081,78028500.0,resistance,deflect,1
2026-05-11,QQQ,lb5,placebo,712.639340691081,78028500.0,resistance,deflect,1
2026-05-11,QQQ,lb5,placebo,712.639340691081,78028500.0,resistance,break,0
2026-05-11,QQQ,lb5,placebo,712.639340691081,78028500.0,support,deflect,1
2026-05-11,QQQ,lb5,placebo,713.3524304607838,78028500.0,resistance,deflect,1
2026-05-11,QQQ,lb5,placebo,713.3524304607838,78028500.0,resistance,break,0
2026-05-11,QQQ,lb5,placebo,713.3524304607838,78028500.0,resistance,deflect,1
2026-05-11,QQQ,lb5,placebo,713.3524304607838,78028500.0,resistance,break,0
2026-05-11,QQQ,lb5,placebo,713.3524304607838,78028500.0,support,deflect,1
2026-05-11,QQQ,lb5,placebo,713.3524304607838,78028500.0,support,break,0
2026-05-11,QQQ,lb5,placebo,713.3524304607838,78028500.0,resistance,deflect,1
2026-05-11,SPY,lb1,placebo,740.4656552317002,442585260.0,resistance,deflect,1
2026-05-11,SPY,lb1,placebo,740.4656552317002,442585260.0,resistance,deflect,1
2026-05-11,SPY,lb1,placebo,739.2385936883486,148171746.07639998,resistance,deflect,1
2026-05-11,SPY,lb1,placebo,739.2385936883486,148171746.07639998,support,deflect,1
2026-05-11,SPY,lb1,placebo,739.2385936883486,148171746.07639998,support,break,0
2026-05-11,SPY,lb1,placebo,739.2385936883486,148171746.07639998,resistance,deflect,1
2026-05-11,SPY,lb1,placebo,738.847169365009,148171746.07639998,resistance,break,0
2026-05-11,SPY,lb1,placebo,738.847169365009,148171746.07639998,support,deflect,1
2026-05-11,SPY,lb1,placebo,738.847169365009,148171746.07639998,support,deflect,1
2026-05-11,SPY,lb1,placebo,738.6742216881739,148171746.07639998,support,deflect,1
2026-05-11,SPY,lb1,placebo,738.6742216881739,148171746.07639998,support,deflect,1
2026-05-11,SPY,lb5,placebo,737.8072228959988,642397350.0,resistance,break,0
2026-05-12,QQQ,lb1,placebo,708.2439022420486,73507295.4,resistance,break,0
2026-05-12,QQQ,lb1,placebo,708.2439022420486,73507295.4,support,break,0
2026-05-12,QQQ,lb1,placebo,708.2439022420486,73507295.4,resistance,deflect,1
2026-05-12,QQQ,lb5,placebo,698.5484413900109,489083456.35989994,support,break,0
2026-05-12,QQQ,lb5,placebo,698.5484413900109,489083456.35989994,resistance,break,0
2026-05-12,QQQ,lb5,placebo,699.20027501018,489083456.35989994,support,deflect,1
2026-05-12,QQQ,lb5,placebo,699.20027501018,489083456.35989994,support,break,0
2026-05-12,QQQ,lb5,placebo,699.20027501018,489083456.35989994,resistance,break,0
2026-05-12,QQQ,lb5,placebo,708.6001616574741,246115962.0,resistance,break,0
2026-05-12,QQQ,lb5,placebo,708.6001616574741,246115962.0,support,break,0
2026-05-12,QQQ,lb5,placebo,708.6001616574741,246115962.0,resistance,deflect,1
2026-05-12,QQQ,lb5,placebo,697.9513255451582,242791500.00000003,support,break,0
2026-05-12,QQQ,lb5,placebo,697.9513255451582,242791500.00000003,resistance,break,0
2026-05-12,QQQ,lb5,placebo,698.2070139420265,242791500.00000003,support,break,0
2026-05-12,QQQ,lb5,placebo,698.2070139420265,242791500.00000003,resistance,break,0
2026-05-12,QQQ,lb5,placebo,696.8339237068004,242791500.00000003,support,deflect,1
2026-05-12,QQQ,lb5,placebo,699.414412941393,208720590.00000003,support,deflect,1
2026-05-12,QQQ,lb5,placebo,699.414412941393,208720590.00000003,support,deflect,1
2026-05-12,QQQ,lb5,placebo,699.414412941393,208720590.00000003,support,break,0
2026-05-12,QQQ,lb5,placebo,699.414412941393,208720590.00000003,resistance,break,0
2026-05-12,QQQ,lb5,placebo,697.9267706580138,208720590.00000003,support,break,0
2026-05-12,QQQ,lb5,placebo,697.9267706580138,208720590.00000003,resistance,break,0
2026-05-12,QQQ,lb5,placebo,698.9439587314463,208720590.00000003,support,deflect,1
2026-05-12,QQQ,lb5,placebo,698.9439587314463,208720590.00000003,support,break,0
2026-05-12,QQQ,lb5,placebo,698.9439587314463,208720590.00000003,resistance,break,0
2026-05-12,QQQ,lb5,real,705.4,179877000.0,support,deflect,1
2026-05-12,QQQ,lb5,real,705.4,179877000.0,support,break,0
2026-05-12,QQQ,lb5,real,705.4,179877000.0,resistance,deflect,1
2026-05-12,QQQ,lb5,real,705.4,179877000.0,resistance,break,0
2026-05-12,QQQ,lb5,placebo,707.6256287936505,179877000.0,support,deflect,1
2026-05-12,QQQ,lb5,placebo,707.6256287936505,179877000.0,resistance,break,0
2026-05-12,QQQ,lb5,placebo,701.3354463912311,179877000.0,support,break,0
2026-05-12,QQQ,lb5,placebo,701.3354463912311,179877000.0,resistance,deflect,1
2026-05-12,QQQ,lb5,placebo,701.3354463912311,179877000.0,resistance,deflect,1
2026-05-12,QQQ,lb5,placebo,701.3354463912311,179877000.0,resistance,break,0
2026-05-12,QQQ,lb5,placebo,709.6204076916581,179877000.0,resistance,deflect,1
2026-05-12,QQQ,lb5,real,704.5,179647500.0,resistance,deflect,1
2026-05-12,QQQ,lb5,placebo,699.8586656214629,179647500.0,support,deflect,1
2026-05-12,QQQ,lb5,placebo,699.8586656214629,179647500.0,support,break,0
2026-05-12,QQQ,lb5,placebo,699.8586656214629,179647500.0,resistance,break,0
2026-05-12,QQQ,lb5,placebo,699.8586656214629,179647500.0,support,break,0
2026-05-12,QQQ,lb5,placebo,699.8586656214629,179647500.0,resistance,break,0
2026-05-12,QQQ,lb5,placebo,707.5656066174611,179647500.0,support,deflect,1
2026-05-12,QQQ,lb5,placebo,707.5656066174611,179647500.0,resistance,break,0
2026-05-12,QQQ,lb5,placebo,707.4897551213355,179647500.0,support,deflect,1
2026-05-12,QQQ,lb5,placebo,707.4897551213355,179647500.0,resistance,break,0
2026-05-12,QQQ,lb5,placebo,707.4897551213355,179647500.0,support,break,0
2026-05-12,QQQ,lb5,placebo,706.6887012706613,78028500.0,resistance,break,0
2026-05-12,QQQ,lb5,placebo,708.7676934117334,73507295.4,resistance,break,0
2026-05-12,QQQ,lb5,placebo,708.7676934117334,73507295.4,support,break,0
2026-05-12,SPY,lb1,placebo,736.3564098065415,221726190.0,support,break,0
2026-05-12,SPY,lb1,placebo,736.3564098065415,221726190.0,resistance,deflect,1
2026-05-12,SPY,lb1,placebo,734.395642768733,221726190.0,resistance,deflect,1
2026-05-12,SPY,lb1,placebo,734.395642768733,221726190.0,support,deflect,1
2026-05-12,SPY,lb1,placebo,734.395642768733,221726190.0,support,deflect,1
2026-05-12,SPY,lb1,placebo,736.7722685440257,221726190.0,resistance,deflect,1
2026-05-12,SPY,lb1,placebo,736.7722685440257,221726190.0,resistance,break,0
2026-05-12,SPY,lb1,placebo,733.7514352387964,120822932.88,support,deflect,1
2026-05-12,SPY,lb1,placebo,733.7514352387964,120822932.88,support,break,0
2026-05-12,SPY,lb1,placebo,733.7514352387964,120822932.88,resistance,deflect,1
2026-05-12,SPY,lb1,placebo,733.7514352387964,120822932.88,resistance,deflect,1
2026-05-12,SPY,lb1,placebo,733.7514352387964,120822932.88,resistance,break,0
2026-05-12,SPY,lb1,placebo,734.9714529974457,120822932.88,support,deflect,1
2026-05-12,SPY,lb1,placebo,734.9714529974457,120822932.88,support,break,0
2026-05-12,SPY,lb1,placebo,734.9714529974457,120822932.88,resistance,deflect,1
2026-05-12,SPY,lb1,placebo,733.4786803927483,93015344.5584,support,break,0
2026-05-12,SPY,lb1,placebo,733.4786803927483,93015344.5584,support,break,0
2026-05-12,SPY,lb1,placebo,733.4786803927483,93015344.5584,resistance,deflect,1
2026-05-12,SPY,lb1,placebo,733.4786803927483,93015344.5584,resistance,deflect,1
2026-05-12,SPY,lb1,placebo,733.4786803927483,93015344.5584,resistance,deflect,1
2026-05-12,SPY,lb1,placebo,733.4786803927483,93015344.5584,resistance,break,0
2026-05-12,SPY,lb5,real,734.1684,642397350.0,support,break,0
2026-05-12,SPY,lb5,real,734.1684,642397350.0,resistance,deflect,1
2026-05-12,SPY,lb5,real,734.1684,642397350.0,resistance,break,0
2026-05-12,SPY,lb5,placebo,737.3818521614436,642397350.0,resistance,break,0
2026-05-12,SPY,lb5,placebo,734.5128479930912,549021393.2394,resistance,deflect,1
2026-05-12,SPY,lb5,placebo,733.506620705835,442585260.0,support,break,0
2026-05-12,SPY,lb5,placebo,733.506620705835,442585260.0,support,break,0
2026-05-12,SPY,lb5,placebo,733.506620705835,442585260.0,resistance,deflect,1
2026-05-12,SPY,lb5,placebo,733.506620705835,442585260.0,resistance,deflect,1
2026-05-12,SPY,lb5,placebo,733.506620705835,442585260.0,resistance,deflect,1
2026-05-12,SPY,lb5,placebo,733.506620705835,442585260.0,resistance,break,0
2026-05-12,SPY,lb5,placebo,732.8780239505202,442585260.0,support,break,0
2026-05-12,SPY,lb5,placebo,732.8780239505202,442585260.0,support,break,0
2026-05-12,SPY,lb5,placebo,732.8780239505202,442585260.0,resistance,break,0
2026-05-12,SPY,lb5,placebo,735.4684412027548,221726190.0,resistance,break,0
2026-05-12,SPY,lb5,placebo,735.4684412027548,221726190.0,support,break,0
2026-05-12,SPY,lb5,placebo,735.4684412027548,221726190.0,resistance,break,0
2026-05-12,SPY,lb5,placebo,734.956181723712,221726190.0,support,deflect,1
2026-05-12,SPY,lb5,placebo,734.956181723712,221726190.0,support,break,0
2026-05-12,SPY,lb5,placebo,734.956181723712,221726190.0,resistance,deflect,1
2026-05-13,QQQ,lb1,placebo,716.2388217537006,246115962.0,resistance,deflect,1
2026-05-13,QQQ,lb1,placebo,716.2388217537006,246115962.0,resistance,deflect,1
2026-05-13,QQQ,lb1,placebo,716.3819153774209,246115962.0,resistance,deflect,1
2026-05-13,QQQ,lb1,placebo,709.5716163462408,246115962.0,resistance,deflect,1
2026-05-13,QQQ,lb1,placebo,709.5716163462408,246115962.0,resistance,break,0
2026-05-13,QQQ,lb1,placebo,709.5716163462408,246115962.0,resistance,break,0
2026-05-13,QQQ,lb1,placebo,708.9594871052085,238707360.0,resistance,break,0
2026-05-13,QQQ,lb1,placebo,708.9594871052085,238707360.0,support,deflect,1
2026-05-13,QQQ,lb1,placebo,709.1004074020456,238707360.0,resistance,deflect,1
2026-05-13,QQQ,lb1,placebo,709.1004074020456,238707360.0,resistance,break,0
2026-05-13,QQQ,lb1,placebo,709.1004074020456,238707360.0,support,deflect,1
2026-05-13,QQQ,lb1,real,707.1492,212144760.0,support,deflect,1
2026-05-13,QQQ,lb1,real,707.1492,212144760.0,resistance,break,0
2026-05-13,QQQ,lb1,placebo,710.6332913499008,212144760.0,support,deflect,1
2026-05-13,QQQ,lb1,placebo,710.6332913499008,212144760.0,support,deflect,1
2026-05-13,QQQ,lb1,placebo,710.6332913499008,212144760.0,support,deflect,1
2026-05-13,QQQ,lb1,placebo,712.0663222651683,212144760.0,resistance,deflect,1
2026-05-13,QQQ,lb1,placebo,712.0663222651683,212144760.0,resistance,break,0
2026-05-13,QQQ,lb1,placebo,711.7074599836991,212144760.0,support,break,0
2026-05-13,QQQ,lb1,placebo,711.7074599836991,212144760.0,resistance,break,0
2026-05-13,QQQ,lb1,real,711.2875,73507295.4,resistance,break,0
2026-05-13,QQQ,lb1,real,711.2875,73507295.4,resistance,break,0
2026-05-13,QQQ,lb1,real,711.2875,73507295.4,support,break,0
2026-05-13,QQQ,lb1,placebo,715.2881211948385,73507295.4,resistance,break,0
2026-05-13,QQQ,lb1,placebo,715.2881211948385,73507295.4,support,break,0
2026-05-13,QQQ,lb1,placebo,715.2881211948385,73507295.4,support,break,0
2026-05-13,QQQ,lb1,placebo,715.2881211948385,73507295.4,support,break,0
2026-05-13,QQQ,lb1,placebo,708.61772481486,73507295.4,resistance,deflect,1
2026-05-13,QQQ,lb1,placebo,708.61772481486,73507295.4,resistance,break,0
2026-05-13,QQQ,lb1,placebo,708.61772481486,73507295.4,support,deflect,1
2026-05-13,QQQ,lb1,placebo,715.9811070953576,73507295.4,resistance,deflect,1
2026-05-13,QQQ,lb1,placebo,715.9811070953576,73507295.4,resistance,deflect,1
2026-05-13,QQQ,lb1,placebo,715.9811070953576,73507295.4,resistance,deflect,1
2026-05-13,QQQ,lb5,placebo,709.5757923375273,246115962.0,resistance,deflect,1
2026-05-13,QQQ,lb5,placebo,709.5757923375273,246115962.0,resistance,break,0
2026-05-13,QQQ,lb5,placebo,709.5757923375273,246115962.0,resistance,break,0
2026-05-13,QQQ,lb5,placebo,708.3451410835519,238707360.0,resistance,deflect,1
2026-05-13,QQQ,lb5,placebo,708.3451410835519,238707360.0,resistance,deflect,1
2026-05-13,QQQ,lb5,real,707.1492,212144760.0,support,deflect,1
2026-05-13,QQQ,lb5,real,707.1492,212144760.0,resistance,break,0
2026-05-13,QQQ,lb5,placebo,709.632549984123,212144760.0,resistance,deflect,1
2026-05-13,QQQ,lb5,placebo,709.632549984123,212144760.0,resistance,deflect,1
2026-05-13,QQQ,lb5,placebo,709.632549984123,212144760.0,resistance,break,0
2026-05-13,QQQ,lb5,placebo,711.9491120430617,212144760.0,resistance,deflect,1
2026-05-13,QQQ,lb5,placebo,711.9491120430617,212144760.0,resistance,break,0
2026-05-13,QQQ,lb5,placebo,711.9491120430617,212144760.0,support,deflect,1
